Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Categories,Tags,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global
simple,DRL11802,Dérouleur simple avec couvercle,1,0,visible,"Matière : Laiton. Finitions : Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé. Dimensions (L x P x H mm) : 140 x 80 x 155.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-anthracite-salle-bain-bakri-drl11802-fiche-technique-pdf.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-anthracite-salle-bain-bakri-drl11802-visuel-1.jpeg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-anthracite-salle-bain-bakri-drl11802-croquis-1.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé",1,0,Matière,Laiton,1,0,Dimensions (mm),140 x 80 x 155,1,0
simple,DRL11906,Dérouleur simple avec couvercle,1,0,visible,"Matière : Laiton. Finitions : Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé. Dimensions (L x P x H mm) : 140 x 80 x 155.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-dore-salle-bain-bakri-drl11906-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-dore-wc-bakri-drl11906-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/derouleur-papier-toilette-dore-salle-bain-bakri-drl11906-croquis-1.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé",1,0,Matière,Laiton,1,0,Dimensions (mm),140 x 80 x 155,1,0
simple,PAT01110,Patère double,1,0,visible,"Matière : Acier inoxydable. Finitions : Inox- brossé, Doré- brossé, Bronze- brossé, Anthracite- brossé. Dimensions (L x P x H mm) : 50.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-brosse-salle-bain-bakri-pat01110-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Inox- brossé, Doré- brossé, Bronze- brossé, Anthracite- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-brosse-salle-bain-bakri-pat01110-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-brosse-salle-bain-bakri-pat01110-croquis.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Inox- brossé, Doré- brossé, Bronze- brossé, Anthracite- brossé",1,0,Matière,Acier inoxydable,1,0,Dimensions (mm),50,1,0
simple,PAT11701,Patère double,1,0,visible,"Matière : Laiton. Finitions : Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé. Dimensions (L x P x H mm) : 50.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-bronze-salle-bain-bakri-pat11701-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-bronze-salle-bain-bakri-pat11701-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-bronze-salle-bain-bakri-pat11701-croquis.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé",1,0,Matière,Laiton,1,0,Dimensions (mm),50,1,0
simple,PAT11807,Patère double,1,0,visible,"Matière : Laiton. Finitions : Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé. Dimensions (L x P x H mm) : 50.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-anthracite-salle-bain-bakri-pat11807-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-anthracite-salle-bain-bakri-pat11807-visuel-1.jpeg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-anthracite-salle-bain-bakri-pat11807-croquis.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé",1,0,Matière,Laiton,1,0,Dimensions (mm),50,1,0
simple,PAT11901,Patère double,1,0,visible,"Matière : Laiton. Finitions : Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé. Dimensions (L x P x H mm) : 50.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-dore-salle-bain-bakri-pat11901-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-dore-salle-bain-bakri-pat11901-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-dore-salle-bain-bakri-pat11901-croquis.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé",1,0,Matière,Laiton,1,0,Dimensions (mm),50,1,0
simple,PAT01106,Patère simple,1,0,visible,"Matière : Acier inoxydable. Finitions : Inox- brossé, Doré- brossé, Bronze- brossé, Anthracite- brossé. Dimensions (L x P x H mm) : 50.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-brosse-salle-bain-bakri-pat01106-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Inox- brossé, Doré- brossé, Bronze- brossé, Anthracite- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-brosse-salle-bain-bakri-pat01106-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-brosse-salle-bain-bakri-pat01106-croquis.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Inox- brossé, Doré- brossé, Bronze- brossé, Anthracite- brossé",1,0,Matière,Acier inoxydable,1,0,Dimensions (mm),50,1,0
simple,PAT11700,Patère simple,1,0,visible,"Matière : Laiton. Finitions : Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé. Dimensions (L x P x H mm) : 50 x 55.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-bronze-salle-bain-bakri-pat11700-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-bronze-salle-bain-bakri-pat11700-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-bronze-salle-bain-bakri-pat11700-croquis.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé",1,0,Matière,Laiton,1,0,Dimensions (mm),50 x 55,1,0
simple,PAT11800,Patère simple,1,0,visible,"Matière : Laiton. Finitions : Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé. Dimensions (L x P x H mm) : 50 x 55.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-anthracite-salle-bain-bakri-pat11800-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-anthracite-salle-bain-bakri-pat11800-visuel-1.jpeg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-anthracite-salle-bain-bakri-pat11800-croquis.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Anthracite- brossé, Doré- brossé, Bronze- brossé, Inox- brossé",1,0,Matière,Laiton,1,0,Dimensions (mm),50 x 55,1,0
simple,PAT11900,Patère simple,1,0,visible,"Matière : Laiton. Finitions : Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé. Dimensions (L x P x H mm) : 50 x 55.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-dore-salle-abin-bakri-pat11900-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-dore-salle-bain-bakri-pat11900-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/patere-dore-salle-bain-bakri-pat11900-croquis.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Doré- brossé, Bronze- brossé, Anthracite- brossé, Inox- brossé",1,0,Matière,Laiton,1,0,Dimensions (mm),50 x 55,1,0
simple,PGP01104,Porte goupillon à fixer,1,0,visible,"Matière : Acier inoxydable/Verre mat. Finitions : Inox- brossé, Doré- brossé, Bronze- brossé, Anthracite- brossé. Dimensions (L x P x H mm) : 110 x 130 x 370.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-goupillon-brosse-salle-bain-bakri-pgp01104-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Inox- brossé, Doré- brossé, Bronze- brossé, Anthracite- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-goupillon-brosse-salle-bain-bakri-pgp01104-visuel-1.png, https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-goupillon-brosse-salle-bain-bakri-pgp01104-croquis.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Inox- brossé, Doré- brossé, Bronze- brossé, Anthracite- brossé",1,0,Matière,Acier inoxydable/Verre mat,1,0,Dimensions (mm),110 x 130 x 370,1,0
simple,PGP11705,Porte goupillon à fixer,1,0,visible,"Matière : Laiton/Verre mat. Finitions : Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé. Dimensions (L x P x H mm) : 95 x 140 x 370.","Pourquoi ne pas vous laisser séduire par les finitions métalliques satinées de la gamme BAKRI ?

Réalisée en PVD, ces coloris anthracite, cuivré, doré ou brossé se combinent aux tendances les plus actuelles et permettent de créer des ambiances haut de gamme et feutrées.

Fiche technique : https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-goupillon-bronze-salle-bain-bakri-pgp11705-fiche-technique.pdf.pdf",CreaMust > Bakri,"CreaMust, Bakri, Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé","https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-goupillon-bronze-salle-bain-bakri-pgp11705-visuel-1.jpg, https://www.creactive-paris.fr/wp-content/uploads/2023/10/porte-goupillon-bronze-salle-bain-bakri-pgp11705-croquis.jpg",Collection,CreaMust,1,0,Gamme,Bakri,1,0,Finitions,"Bronze- brossé, Doré- brossé, Anthracite- brossé, Inox- brossé",1,0,Matière,Laiton/Verre mat,1,0,Dimensions (mm),95 x 140 x 370,1,0
